record_id,timestamp,date,day_of_week,hour_of_day,month,location,vehicle_type,weather,event_type,total_slots,occupied_slots,available_slots,occupancy_rate,traffic_level,price_per_hour_inr,demand_level
212,2025-01-27 09:00:00,2025-01-27,0,9,1,Adyar,SUV,Clear,None,60,41,19,0.683,Medium,37.3,Medium
213,2025-01-27 12:00:00,2025-01-27,0,12,1,T Nagar,Car,Cloudy,Weekend,60,35,25,0.583,Medium,30.37,Medium
214,2025-01-27 15:00:00,2025-01-27,0,15,1,Velachery,Bike,Rain,Weekend,60,36,24,0.6,Medium,32.38,Medium
215,2025-01-27 18:00:00,2025-01-27,0,18,1,Guindy,Car,Cloudy,None,100,60,40,0.6,Medium,32.43,Medium
216,2025-01-27 21:00:00,2025-01-27,0,21,1,Guindy,Bike,Clear,None,60,25,35,0.417,Low,28.76,Low
217,2025-01-28 00:00:00,2025-01-28,1,0,1,Koyambedu,SUV,Clear,Sale,50,24,26,0.48,Low,34.54,Low
218,2025-01-28 03:00:00,2025-01-28,1,3,1,Guindy,SUV,Rain,None,50,21,29,0.42,Low,28.77,Low
219,2025-01-28 06:00:00,2025-01-28,1,6,1,T Nagar,Bike,Cloudy,Festival,80,51,29,0.637,Medium,31.54,Medium
220,2025-01-28 09:00:00,2025-01-28,1,9,1,Adyar,Car,Clear,Weekend,80,58,22,0.725,Medium,38.04,Medium
221,2025-01-28 12:00:00,2025-01-28,1,12,1,Koyambedu,SUV,Cloudy,None,50,28,22,0.56,Medium,36.21,Medium
222,2025-01-28 15:00:00,2025-01-28,1,15,1,Anna Nagar,Car,Cloudy,None,100,23,77,0.23,Low,26.57,Low
223,2025-01-28 18:00:00,2025-01-28,1,18,1,Porur,Car,Clear,None,60,39,21,0.65,Medium,38.15,Medium
224,2025-01-28 21:00:00,2025-01-28,1,21,1,Velachery,Car,Clear,None,50,11,39,0.22,Low,25.18,Low
225,2025-01-29 00:00:00,2025-01-29,2,0,1,Anna Nagar,SUV,Clear,Weekend,80,35,45,0.438,Low,30.56,Low
226,2025-01-29 03:00:00,2025-01-29,2,3,1,Porur,Bike,Cloudy,None,40,19,21,0.475,Low,34.09,Low
227,2025-01-29 06:00:00,2025-01-29,2,6,1,Porur,Bike,Cloudy,Weekend,100,51,49,0.51,Low,34.91,Low
228,2025-01-29 09:00:00,2025-01-29,2,9,1,Velachery,SUV,Clear,Festival,40,33,7,0.825,High,36.38,High
229,2025-01-29 12:00:00,2025-01-29,2,12,1,Guindy,Car,Cloudy,None,80,26,54,0.325,Low,27.1,Low
230,2025-01-29 15:00:00,2025-01-29,2,15,1,Porur,SUV,Clear,None,80,32,48,0.4,Low,32.73,Low
231,2025-01-29 18:00:00,2025-01-29,2,18,1,Porur,Bike,Cloudy,None,80,46,34,0.575,Medium,36.35,Medium
232,2025-01-29 21:00:00,2025-01-29,2,21,1,Velachery,SUV,Clear,None,100,37,63,0.37,Low,27.94,Low
233,2025-01-30 00:00:00,2025-01-30,3,0,1,Tambaram,Bike,Clear,None,80,28,52,0.35,Low,26.37,Low
234,2025-01-30 03:00:00,2025-01-30,3,3,1,Porur,Car,Clear,None,100,30,70,0.3,Low,30.43,Low
235,2025-01-30 06:00:00,2025-01-30,3,6,1,Porur,SUV,Clear,None,60,31,29,0.517,Low,35.26,Low
236,2025-01-30 09:00:00,2025-01-30,3,9,1,Anna Nagar,SUV,Cloudy,None,60,41,19,0.683,Medium,35.48,Medium
237,2025-01-30 12:00:00,2025-01-30,3,12,1,OMR-Perungudi,Bike,Cloudy,None,60,13,47,0.217,Low,27.51,Low
238,2025-01-30 15:00:00,2025-01-30,3,15,1,Velachery,Bike,Rain,None,60,27,33,0.45,Low,29.41,Low
239,2025-01-30 18:00:00,2025-01-30,3,18,1,T Nagar,Car,Clear,None,100,55,45,0.55,Low,29.85,Low
240,2025-01-30 21:00:00,2025-01-30,3,21,1,Tambaram,SUV,Clear,Sale,30,19,11,0.633,Medium,31.13,Medium
241,2025-01-31 00:00:00,2025-01-31,4,0,1,Tambaram,Car,Clear,None,30,9,21,0.3,Low,25.16,Low
242,2025-01-31 03:00:00,2025-01-31,4,3,1,Mylapore,SUV,Cloudy,None,30,11,19,0.367,Low,29.34,Low
243,2025-01-31 06:00:00,2025-01-31,4,6,1,T Nagar,Car,Clear,Festival,30,21,9,0.7,Medium,32.43,Medium
244,2025-01-31 09:00:00,2025-01-31,4,9,1,Koyambedu,Car,Cloudy,None,40,28,12,0.7,Medium,39.1,Medium
245,2025-01-31 12:00:00,2025-01-31,4,12,1,Koyambedu,Car,Clear,Weekend,40,15,25,0.375,Low,32.08,Low
246,2025-01-31 15:00:00,2025-01-31,4,15,1,Koyambedu,Car,Rain,None,30,12,18,0.4,Low,32.71,Low
247,2025-01-31 18:00:00,2025-01-31,4,18,1,OMR-Perungudi,Car,Clear,Festival,50,43,7,0.86,High,40.84,High
248,2025-01-31 21:00:00,2025-01-31,4,21,1,Anna Nagar,SUV,Cloudy,None,30,10,20,0.333,Low,28.49,Low
249,2025-02-01 00:00:00,2025-02-01,5,0,2,Tambaram,SUV,Clear,None,30,20,10,0.667,Medium,32.08,Medium
250,2025-02-01 03:00:00,2025-02-01,5,3,2,Guindy,Bike,Clear,None,80,45,35,0.562,Medium,31.63,Medium
251,2025-02-01 06:00:00,2025-02-01,5,6,2,Tambaram,Car,Clear,None,80,34,46,0.425,Low,27.72,Low
252,2025-02-01 09:00:00,2025-02-01,5,9,2,Koyambedu,SUV,Rain,Festival,30,29,1,0.967,High,45.17,High
253,2025-02-01 12:00:00,2025-02-01,5,12,2,OMR-Perungudi,Car,Rain,None,50,39,11,0.78,Medium,39.14,Medium
254,2025-02-01 15:00:00,2025-02-01,5,15,2,Mylapore,SUV,Clear,None,60,37,23,0.617,Medium,34.13,Medium
255,2025-02-01 18:00:00,2025-02-01,5,18,2,Mylapore,Car,Clear,Weekend,30,23,7,0.767,Medium,37.41,Medium
256,2025-02-01 21:00:00,2025-02-01,5,21,2,Velachery,SUV,Cloudy,None,40,21,19,0.525,Low,30.85,Low
257,2025-02-02 00:00:00,2025-02-02,6,0,2,Tambaram,Bike,Clear,Sale,60,50,10,0.833,High,34.96,High
258,2025-02-02 03:00:00,2025-02-02,6,3,2,OMR-Perungudi,Car,Cloudy,None,80,40,40,0.5,Low,33.42,Low
259,2025-02-02 06:00:00,2025-02-02,6,6,2,OMR-Perungudi,Car,Clear,Weekend,100,69,31,0.69,Medium,37.19,Medium
260,2025-02-02 09:00:00,2025-02-02,6,9,2,Guindy,SUV,Clear,Weekend,50,48,2,0.96,High,39.18,High
261,2025-02-02 12:00:00,2025-02-02,6,12,2,Velachery,Bike,Cloudy,None,50,24,26,0.48,Low,30.18,Low
262,2025-02-02 15:00:00,2025-02-02,6,15,2,Anna Nagar,Car,Clear,Weekend,100,65,35,0.65,Medium,34.78,Medium
263,2025-02-02 18:00:00,2025-02-02,6,18,2,Velachery,Car,Cloudy,None,60,33,27,0.55,Medium,31.41,Medium
264,2025-02-02 21:00:00,2025-02-02,6,21,2,OMR-Perungudi,Bike,Clear,None,30,13,17,0.433,Low,32.27,Low
265,2025-02-03 00:00:00,2025-02-03,0,0,2,Velachery,Bike,Cloudy,None,60,22,38,0.367,Low,27.8,Low
266,2025-02-03 03:00:00,2025-02-03,0,3,2,T Nagar,SUV,Clear,None,50,13,37,0.26,Low,24.5,Low
267,2025-02-03 06:00:00,2025-02-03,0,6,2,OMR-Perungudi,Car,Clear,None,40,19,21,0.475,Low,32.95,Low
268,2025-02-03 09:00:00,2025-02-03,0,9,2,Tambaram,SUV,Cloudy,None,80,41,39,0.512,Low,29.28,Low
269,2025-02-03 12:00:00,2025-02-03,0,12,2,Adyar,SUV,Rain,Weekend,60,31,29,0.517,Low,33.66,Low
270,2025-02-03 15:00:00,2025-02-03,0,15,2,Koyambedu,SUV,Clear,None,100,36,64,0.36,Low,31.79,Low
271,2025-02-03 18:00:00,2025-02-03,0,18,2,Porur,Bike,Cloudy,None,30,22,8,0.733,Medium,40.1,Medium
272,2025-02-03 21:00:00,2025-02-03,0,21,2,Tambaram,SUV,Rain,None,50,16,34,0.32,Low,25.67,Low
273,2025-02-04 00:00:00,2025-02-04,1,0,2,Guindy,Car,Cloudy,None,30,14,16,0.467,Low,29.94,Low
274,2025-02-04 03:00:00,2025-02-04,1,3,2,Velachery,Bike,Clear,None,100,35,65,0.35,Low,27.63,Low
275,2025-02-04 06:00:00,2025-02-04,1,6,2,Tambaram,SUV,Cloudy,None,40,12,28,0.3,Low,25.43,Low
276,2025-02-04 09:00:00,2025-02-04,1,9,2,Koyambedu,SUV,Clear,Weekend,30,23,7,0.767,Medium,40.35,Medium
277,2025-02-04 12:00:00,2025-02-04,1,12,2,T Nagar,Bike,Clear,None,100,37,63,0.37,Low,26.59,Low
278,2025-02-04 15:00:00,2025-02-04,1,15,2,Mylapore,SUV,Clear,None,80,24,56,0.3,Low,27.98,Low
279,2025-02-04 18:00:00,2025-02-04,1,18,2,Velachery,SUV,Clear,None,50,30,20,0.6,Medium,32.45,Medium
280,2025-02-04 21:00:00,2025-02-04,1,21,2,Koyambedu,Car,Clear,None,60,19,41,0.317,Low,30.89,Low
281,2025-02-05 00:00:00,2025-02-05,2,0,2,Guindy,Car,Clear,None,80,29,51,0.362,Low,27.79,Low
282,2025-02-05 03:00:00,2025-02-05,2,3,2,Anna Nagar,Bike,Clear,None,50,20,30,0.4,Low,29.98,Low
283,2025-02-05 06:00:00,2025-02-05,2,6,2,Guindy,Car,Clear,None,40,19,21,0.475,Low,30.01,Low
284,2025-02-05 09:00:00,2025-02-05,2,9,2,OMR-Perungudi,Car,Cloudy,Weekend,80,52,28,0.65,Medium,36.48,Medium
285,2025-02-05 12:00:00,2025-02-05,2,12,2,Guindy,Car,Clear,None,100,52,48,0.52,Low,30.84,Low
286,2025-02-05 15:00:00,2025-02-05,2,15,2,Tambaram,SUV,Clear,None,80,16,64,0.2,Low,23.49,Low
287,2025-02-05 18:00:00,2025-02-05,2,18,2,Guindy,Bike,Clear,None,50,29,21,0.58,Medium,32.11,Medium
288,2025-02-05 21:00:00,2025-02-05,2,21,2,Anna Nagar,Bike,Cloudy,None,80,34,46,0.425,Low,30.46,Low
289,2025-02-06 00:00:00,2025-02-06,3,0,2,Velachery,SUV,Clear,Weekend,60,30,30,0.5,Low,30.31,Low
290,2025-02-06 03:00:00,2025-02-06,3,3,2,Guindy,SUV,Rain,None,80,30,50,0.375,Low,28.19,Low
291,2025-02-06 06:00:00,2025-02-06,3,6,2,Tambaram,SUV,Clear,None,40,13,27,0.325,Low,26.0,Low
292,2025-02-06 09:00:00,2025-02-06,3,9,2,Velachery,Bike,Rain,None,80,51,29,0.637,Medium,33.11,Medium
293,2025-02-06 12:00:00,2025-02-06,3,12,2,Tambaram,Car,Cloudy,Sale,100,53,47,0.53,Low,29.59,Low
294,2025-02-06 15:00:00,2025-02-06,3,15,2,Adyar,SUV,Clear,None,30,13,17,0.433,Low,31.65,Low
295,2025-02-06 18:00:00,2025-02-06,3,18,2,Anna Nagar,SUV,Rain,None,100,71,29,0.71,Medium,36.03,Medium
296,2025-02-06 21:00:00,2025-02-06,3,21,2,Mylapore,Bike,Cloudy,Festival,60,37,23,0.617,Medium,34.37,Medium
297,2025-02-07 00:00:00,2025-02-07,4,0,2,Koyambedu,SUV,Cloudy,None,100,45,55,0.45,Low,33.76,Low
298,2025-02-07 03:00:00,2025-02-07,4,3,2,Tambaram,SUV,Clear,None,40,15,25,0.375,Low,26.74,Low
299,2025-02-07 06:00:00,2025-02-07,4,6,2,Porur,Car,Clear,None,50,21,29,0.42,Low,32.96,Low
300,2025-02-07 09:00:00,2025-02-07,4,9,2,Porur,Bike,Clear,None,60,39,21,0.65,Medium,38.05,Medium
301,2025-02-07 12:00:00,2025-02-07,4,12,2,Velachery,SUV,Rain,Weekend,100,48,52,0.48,Low,30.14,Low
302,2025-02-07 15:00:00,2025-02-07,4,15,2,Koyambedu,SUV,Clear,None,80,24,56,0.3,Low,30.59,Low
303,2025-02-07 18:00:00,2025-02-07,4,18,2,T Nagar,Car,Clear,Weekend,60,47,13,0.783,Medium,34.04,Medium
304,2025-02-07 21:00:00,2025-02-07,4,21,2,Tambaram,Car,Clear,None,80,32,48,0.4,Low,27.18,Low
305,2025-02-08 00:00:00,2025-02-08,5,0,2,Mylapore,SUV,Cloudy,Weekend,30,20,10,0.667,Medium,35.43,Medium
306,2025-02-08 03:00:00,2025-02-08,5,3,2,Velachery,SUV,Clear,None,80,43,37,0.537,Low,31.19,Low
307,2025-02-08 06:00:00,2025-02-08,5,6,2,Mylapore,Bike,Cloudy,None,60,40,20,0.667,Medium,35.11,Medium
308,2025-02-08 09:00:00,2025-02-08,5,9,2,Tambaram,SUV,Cloudy,None,50,38,12,0.76,Medium,33.73,Medium
309,2025-02-08 12:00:00,2025-02-08,5,12,2,Koyambedu,Car,Cloudy,Festival,30,27,3,0.9,High,43.52,High
310,2025-02-08 15:00:00,2025-02-08,5,15,2,Tambaram,Bike,Clear,None,30,15,15,0.5,Low,29.25,Low
311,2025-02-08 18:00:00,2025-02-08,5,18,2,Koyambedu,Car,Clear,None,40,31,9,0.775,Medium,40.47,Medium
312,2025-02-08 21:00:00,2025-02-08,5,21,2,Tambaram,Bike,Cloudy,Sale,50,42,8,0.84,High,35.26,High
313,2025-02-09 00:00:00,2025-02-09,6,0,2,Anna Nagar,SUV,Clear,None,80,48,32,0.6,Medium,33.8,Medium
314,2025-02-09 03:00:00,2025-02-09,6,3,2,Guindy,SUV,Cloudy,Festival,100,93,7,0.93,High,38.48,High
315,2025-02-09 06:00:00,2025-02-09,6,6,2,OMR-Perungudi,Bike,Clear,None,30,19,11,0.633,Medium,36.13,Medium
316,2025-02-09 09:00:00,2025-02-09,6,9,2,T Nagar,Bike,Rain,None,50,43,7,0.86,High,35.51,High
317,2025-02-09 12:00:00,2025-02-09,6,12,2,Mylapore,Car,Clear,None,40,23,17,0.575,Medium,33.57,Medium
318,2025-02-09 15:00:00,2025-02-09,6,15,2,Porur,SUV,Clear,None,30,15,15,0.5,Low,34.91,Low
319,2025-02-09 18:00:00,2025-02-09,6,18,2,OMR-Perungudi,SUV,Rain,None,30,27,3,0.9,High,41.34,High
320,2025-02-09 21:00:00,2025-02-09,6,21,2,Anna Nagar,SUV,Clear,None,80,42,38,0.525,Low,32.29,Low
321,2025-02-10 00:00:00,2025-02-10,0,0,2,Koyambedu,Bike,Clear,Festival,40,26,14,0.65,Medium,38.21,Medium
322,2025-02-10 03:00:00,2025-02-10,0,3,2,Adyar,Bike,Cloudy,None,60,26,34,0.433,Low,31.85,Low
323,2025-02-10 06:00:00,2025-02-10,0,6,2,Adyar,Bike,Rain,None,80,29,51,0.362,Low,30.55,Low
324,2025-02-10 09:00:00,2025-02-10,0,9,2,Adyar,Bike,Clear,None,50,38,12,0.76,Medium,38.88,Medium
325,2025-02-10 12:00:00,2025-02-10,0,12,2,Mylapore,Bike,Clear,Festival,50,28,22,0.56,Medium,33.28,Medium
326,2025-02-10 15:00:00,2025-02-10,0,15,2,Anna Nagar,Bike,Clear,Weekend,40,15,25,0.375,Low,29.38,Low
327,2025-02-10 18:00:00,2025-02-10,0,18,2,T Nagar,Car,Clear,None,100,69,31,0.69,Medium,32.47,Medium
328,2025-02-10 21:00:00,2025-02-10,0,21,2,OMR-Perungudi,Bike,Cloudy,None,30,13,17,0.433,Low,32.18,Low
329,2025-02-11 00:00:00,2025-02-11,1,0,2,Mylapore,Car,Clear,None,80,32,48,0.4,Low,29.92,Low
330,2025-02-11 03:00:00,2025-02-11,1,3,2,Mylapore,Bike,Clear,Weekend,50,26,24,0.52,Low,32.3,Low
331,2025-02-11 06:00:00,2025-02-11,1,6,2,OMR-Perungudi,Bike,Rain,None,50,21,29,0.42,Low,31.88,Low
332,2025-02-11 09:00:00,2025-02-11,1,9,2,Adyar,SUV,Clear,None,30,16,14,0.533,Low,33.93,Low
333,2025-02-11 12:00:00,2025-02-11,1,12,2,Tambaram,Bike,Clear,None,40,14,26,0.35,Low,26.41,Low
334,2025-02-11 15:00:00,2025-02-11,1,15,2,Anna Nagar,Car,Cloudy,None,100,33,67,0.33,Low,28.45,Low
335,2025-02-11 18:00:00,2025-02-11,1,18,2,T Nagar,SUV,Clear,None,50,34,16,0.68,Medium,32.2,Medium
336,2025-02-11 21:00:00,2025-02-11,1,21,2,Koyambedu,Car,Cloudy,None,80,29,51,0.362,Low,31.95,Low
337,2025-02-12 00:00:00,2025-02-12,2,0,2,Porur,SUV,Clear,None,30,9,21,0.3,Low,30.13,Low
338,2025-02-12 03:00:00,2025-02-12,2,3,2,Mylapore,SUV,Rain,None,30,12,18,0.4,Low,30.0,Low
339,2025-02-12 06:00:00,2025-02-12,2,6,2,OMR-Perungudi,SUV,Clear,None,30,11,19,0.367,Low,30.93,Low
340,2025-02-12 09:00:00,2025-02-12,2,9,2,Anna Nagar,Car,Cloudy,None,50,29,21,0.58,Medium,33.58,Medium
341,2025-02-12 12:00:00,2025-02-12,2,12,2,Koyambedu,SUV,Cloudy,None,60,19,41,0.317,Low,30.79,Low
342,2025-02-12 15:00:00,2025-02-12,2,15,2,Tambaram,SUV,Clear,Sale,30,17,13,0.567,Medium,30.25,Medium
343,2025-02-12 18:00:00,2025-02-12,2,18,2,OMR-Perungudi,SUV,Clear,None,30,19,11,0.633,Medium,35.83,Medium
344,2025-02-12 21:00:00,2025-02-12,2,21,2,Guindy,Car,Clear,None,50,15,35,0.3,Low,26.85,Low
345,2025-02-13 00:00:00,2025-02-13,3,0,2,Tambaram,SUV,Cloudy,Festival,40,26,14,0.65,Medium,31.56,Medium
346,2025-02-13 03:00:00,2025-02-13,3,3,2,Tambaram,SUV,Clear,None,40,15,25,0.375,Low,26.63,Low
347,2025-02-13 06:00:00,2025-02-13,3,6,2,Anna Nagar,SUV,Cloudy,None,100,26,74,0.26,Low,27.23,Low
348,2025-02-13 09:00:00,2025-02-13,3,9,2,Anna Nagar,Bike,Cloudy,None,40,21,19,0.525,Low,32.24,Low
349,2025-02-13 12:00:00,2025-02-13,3,12,2,T Nagar,Car,Cloudy,None,50,16,34,0.32,Low,25.81,Low
350,2025-02-13 15:00:00,2025-02-13,3,15,2,Tambaram,SUV,Rain,None,50,21,29,0.42,Low,27.43,Low
351,2025-02-13 18:00:00,2025-02-13,3,18,2,Mylapore,Bike,Cloudy,None,50,33,17,0.66,Medium,34.97,Medium
352,2025-02-13 21:00:00,2025-02-13,3,21,2,Tambaram,Car,Clear,Weekend,30,18,12,0.6,Medium,30.58,Medium
353,2025-02-14 00:00:00,2025-02-14,4,0,2,Tambaram,Bike,Cloudy,Weekend,60,34,26,0.567,Medium,30.24,Medium
354,2025-02-14 03:00:00,2025-02-14,4,3,2,Tambaram,SUV,Clear,None,40,13,27,0.325,Low,26.07,Low
355,2025-02-14 06:00:00,2025-02-14,4,6,2,Porur,SUV,Clear,Festival,30,19,11,0.633,Medium,38.01,Medium
356,2025-02-14 09:00:00,2025-02-14,4,9,2,Anna Nagar,Bike,Clear,None,80,42,38,0.525,Low,32.29,Low
357,2025-02-14 12:00:00,2025-02-14,4,12,2,Porur,Car,Cloudy,None,50,19,31,0.38,Low,32.18,Low
358,2025-02-14 15:00:00,2025-02-14,4,15,2,Mylapore,Bike,Cloudy,None,50,18,32,0.36,Low,29.07,Low
359,2025-02-14 18:00:00,2025-02-14,4,18,2,Koyambedu,Car,Rain,None,60,42,18,0.7,Medium,39.25,Medium
360,2025-02-14 21:00:00,2025-02-14,4,21,2,Velachery,SUV,Clear,None,100,28,72,0.28,Low,26.36,Low
361,2025-02-15 00:00:00,2025-02-15,5,0,2,Anna Nagar,Bike,Cloudy,None,30,18,12,0.6,Medium,33.91,Medium
362,2025-02-15 03:00:00,2025-02-15,5,3,2,T Nagar,Bike,Cloudy,None,40,27,13,0.675,Medium,32.29,Medium
363,2025-02-15 06:00:00,2025-02-15,5,6,2,Tambaram,Car,Clear,Weekend,60,38,22,0.633,Medium,31.54,Medium
364,2025-02-15 09:00:00,2025-02-15,5,9,2,Mylapore,SUV,Cloudy,None,50,42,8,0.84,High,38.67,High
365,2025-02-15 12:00:00,2025-02-15,5,12,2,Anna Nagar,Bike,Clear,None,80,47,33,0.588,Medium,33.59,Medium
366,2025-02-15 15:00:00,2025-02-15,5,15,2,Adyar,SUV,Clear,None,30,15,15,0.5,Low,33.31,Low
367,2025-02-15 18:00:00,2025-02-15,5,18,2,Guindy,SUV,Cloudy,None,80,66,14,0.825,High,36.65,High
368,2025-02-15 21:00:00,2025-02-15,5,21,2,Mylapore,Bike,Clear,Sale,40,29,11,0.725,Medium,36.47,Medium
369,2025-02-16 00:00:00,2025-02-16,6,0,2,Adyar,Car,Clear,None,30,16,14,0.533,Low,34.13,Low
370,2025-02-16 03:00:00,2025-02-16,6,3,2,Mylapore,Bike,Rain,Weekend,30,20,10,0.667,Medium,35.23,Medium
371,2025-02-16 06:00:00,2025-02-16,6,6,2,Tambaram,Bike,Clear,None,100,53,47,0.53,Low,29.58,Low
372,2025-02-16 09:00:00,2025-02-16,6,9,2,Anna Nagar,Car,Cloudy,None,100,85,15,0.85,High,38.83,High
373,2025-02-16 12:00:00,2025-02-16,6,12,2,Tambaram,Car,Rain,None,80,58,22,0.725,Medium,33.07,Medium
374,2025-02-16 15:00:00,2025-02-16,6,15,2,Adyar,Bike,Clear,None,60,36,24,0.6,Medium,35.56,Medium
375,2025-02-16 18:00:00,2025-02-16,6,18,2,Mylapore,Car,Rain,None,80,78,2,0.975,High,41.4,High
376,2025-02-16 21:00:00,2025-02-16,6,21,2,Porur,SUV,Cloudy,Sale,60,42,18,0.7,Medium,39.09,Medium
377,2025-02-17 00:00:00,2025-02-17,0,0,2,Guindy,Bike,Clear,Weekend,60,32,28,0.533,Low,31.2,Low
378,2025-02-17 03:00:00,2025-02-17,0,3,2,Velachery,Car,Clear,None,60,22,38,0.367,Low,27.89,Low
379,2025-02-17 06:00:00,2025-02-17,0,6,2,OMR-Perungudi,Car,Cloudy,None,100,56,44,0.56,Medium,34.49,Medium
380,2025-02-17 09:00:00,2025-02-17,0,9,2,Guindy,Car,Clear,Weekend,80,52,28,0.65,Medium,33.39,Medium
381,2025-02-17 12:00:00,2025-02-17,0,12,2,OMR-Perungudi,SUV,Clear,None,40,11,29,0.275,Low,28.85,Low
382,2025-02-17 15:00:00,2025-02-17,0,15,2,Adyar,Bike,Clear,Weekend,50,21,29,0.42,Low,31.74,Low
383,2025-02-17 18:00:00,2025-02-17,0,18,2,Velachery,Bike,Rain,None,50,26,24,0.52,Low,30.64,Low
384,2025-02-17 21:00:00,2025-02-17,0,21,2,Anna Nagar,SUV,Clear,None,100,31,69,0.31,Low,28.1,Low
385,2025-02-18 00:00:00,2025-02-18,1,0,2,Anna Nagar,SUV,Clear,Weekend,80,33,47,0.412,Low,30.1,Low
386,2025-02-18 03:00:00,2025-02-18,1,3,2,Koyambedu,SUV,Clear,Weekend,100,48,52,0.48,Low,34.41,Low
387,2025-02-18 06:00:00,2025-02-18,1,6,2,T Nagar,SUV,Rain,None,30,14,16,0.467,Low,28.23,Low
388,2025-02-18 09:00:00,2025-02-18,1,9,2,Porur,SUV,Clear,None,100,75,25,0.75,Medium,40.2,Medium
389,2025-02-18 12:00:00,2025-02-18,1,12,2,T Nagar,SUV,Clear,Weekend,60,33,27,0.55,Low,29.83,Low
390,2025-02-18 15:00:00,2025-02-18,1,15,2,Porur,Bike,Cloudy,None,60,20,40,0.333,Low,31.21,Low
391,2025-02-18 18:00:00,2025-02-18,1,18,2,Porur,Bike,Clear,None,60,32,28,0.533,Low,35.41,Low
392,2025-02-18 21:00:00,2025-02-18,1,21,2,Guindy,Car,Clear,None,60,23,37,0.383,Low,28.36,Low
393,2025-02-19 00:00:00,2025-02-19,2,0,2,Tambaram,Bike,Rain,None,100,32,68,0.32,Low,25.84,Low
394,2025-02-19 03:00:00,2025-02-19,2,3,2,Guindy,Car,Clear,Festival,40,32,8,0.8,Medium,36.05,Medium
395,2025-02-19 06:00:00,2025-02-19,2,6,2,Tambaram,Car,Clear,None,40,18,22,0.45,Low,28.0,Low
396,2025-02-19 09:00:00,2025-02-19,2,9,2,Anna Nagar,SUV,Rain,None,30,19,11,0.633,Medium,34.72,Medium
397,2025-02-19 12:00:00,2025-02-19,2,12,2,Guindy,Bike,Rain,Sale,40,20,20,0.5,Low,30.32,Low
398,2025-02-19 15:00:00,2025-02-19,2,15,2,Koyambedu,Bike,Cloudy,None,100,49,51,0.49,Low,34.55,Low
399,2025-02-19 18:00:00,2025-02-19,2,18,2,OMR-Perungudi,Car,Clear,None,60,35,25,0.583,Medium,35.23,Medium
400,2025-02-19 21:00:00,2025-02-19,2,21,2,Velachery,Car,Rain,None,60,32,28,0.533,Low,31.0,Low
401,2025-02-20 00:00:00,2025-02-20,3,0,2,Koyambedu,SUV,Clear,None,50,11,39,0.22,Low,28.8,Low
402,2025-02-20 03:00:00,2025-02-20,3,3,2,Mylapore,Bike,Cloudy,None,50,17,33,0.34,Low,28.57,Low
403,2025-02-20 06:00:00,2025-02-20,3,6,2,Anna Nagar,Bike,Cloudy,Festival,50,34,16,0.68,Medium,35.47,Medium
404,2025-02-20 09:00:00,2025-02-20,3,9,2,T Nagar,Bike,Clear,None,60,36,24,0.6,Medium,30.87,Medium
405,2025-02-20 12:00:00,2025-02-20,3,12,2,OMR-Perungudi,SUV,Clear,None,50,16,34,0.32,Low,29.5,Low
406,2025-02-20 15:00:00,2025-02-20,3,15,2,Porur,Car,Clear,None,80,32,48,0.4,Low,32.64,Low
407,2025-02-20 18:00:00,2025-02-20,3,18,2,Guindy,Bike,Clear,Festival,50,41,9,0.82,High,36.4,High
408,2025-02-20 21:00:00,2025-02-20,3,21,2,Anna Nagar,Car,Clear,None,40,14,26,0.35,Low,28.7,Low
409,2025-02-21 00:00:00,2025-02-21,4,0,2,T Nagar,Bike,Clear,None,30,11,19,0.367,Low,26.47,Low
410,2025-02-21 03:00:00,2025-02-21,4,3,2,OMR-Perungudi,Car,Rain,None,60,28,32,0.467,Low,32.75,Low
411,2025-02-21 06:00:00,2025-02-21,4,6,2,Tambaram,SUV,Clear,None,80,33,47,0.412,Low,27.32,Low
412,2025-02-21 09:00:00,2025-02-21,4,9,2,Porur,SUV,Cloudy,None,80,43,37,0.537,Low,35.66,Low
413,2025-02-21 12:00:00,2025-02-21,4,12,2,Mylapore,Car,Clear,None,100,23,77,0.23,Low,26.5,Low
414,2025-02-21 15:00:00,2025-02-21,4,15,2,Tambaram,SUV,Rain,None,50,27,23,0.54,Low,29.58,Low
415,2025-02-21 18:00:00,2025-02-21,4,18,2,Porur,SUV,Cloudy,Weekend,100,78,22,0.78,Medium,40.77,Medium
416,2025-02-21 21:00:00,2025-02-21,4,21,2,Mylapore,SUV,Cloudy,Sale,50,26,24,0.52,Low,32.3,Low
417,2025-02-22 00:00:00,2025-02-22,5,0,2,Koyambedu,Car,Clear,Festival,40,38,2,0.95,High,44.61,High
418,2025-02-22 03:00:00,2025-02-22,5,3,2,OMR-Perungudi,Bike,Cloudy,Festival,100,87,13,0.87,High,40.99,High
419,2025-02-22 06:00:00,2025-02-22,5,6,2,Anna Nagar,SUV,Clear,None,100,62,38,0.62,Medium,34.36,Medium
420,2025-02-22 09:00:00,2025-02-22,5,9,2,Velachery,Car,Clear,None,40,31,9,0.775,Medium,35.84,Medium
421,2025-02-22 12:00:00,2025-02-22,5,12,2,Guindy,SUV,Clear,None,100,69,31,0.69,Medium,34.13,Medium
422,2025-02-22 15:00:00,2025-02-22,5,15,2,Mylapore,SUV,Cloudy,Festival,100,98,2,0.98,High,41.4,High
